report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,crime_occurred,age_group
6679,2020-10-06,2020-10-05,21:23:00,Visakhapatnam,298,VEHICLE - STOLEN,73,F,Blunt Object,Violent Crime,19,No,Null,Night,Senior-Citizen
6680,2020-10-07,2020-10-05,19:52:00,Ludhiana,184,HOMICIDE,52,M,Firearm,Other Crime,6,No,Null,Evening,Adult
6681,2020-10-05,2020-10-05,00:41:00,Pune,105,COUNTERFEITING,49,F,Other,Other Crime,13,Yes,08-12-2020,Night,Adult
6682,2020-10-06,2020-10-05,19:26:00,Delhi,144,PUBLIC INTOXICATION,26,F,Other,Other Crime,5,No,Null,Evening,Adult
6683,2020-10-07,2020-10-05,16:14:00,Mumbai,372,ASSAULT,68,M,Unknown,Violent Crime,12,No,Null,Afternoon,Senior-Citizen
6684,2020-10-06,2020-10-05,23:19:00,Pune,123,ILLEGAL POSSESSION,74,F,Poison,Other Crime,11,No,Null,Night,Senior-Citizen
6685,2020-10-08,2020-10-05,05:55:00,Mumbai,214,ARSON,58,F,Other,Fire Accident,4,No,Null,Morning,Adult
6686,2020-10-07,2020-10-05,09:26:00,Lucknow,203,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,16,No,Null,Morning,Adult
6687,2020-10-08,2020-10-05,20:13:00,Lucknow,152,HOMICIDE,23,F,Poison,Other Crime,8,Yes,18-09-2022,Evening,Adult
6688,2020-10-06,2020-10-05,16:24:00,Delhi,397,VEHICLE - STOLEN,76,M,Poison,Violent Crime,8,Yes,20-11-2020,Afternoon,Senior-Citizen
6689,2020-10-06,2020-10-05,01:37:00,Delhi,583,SHOPLIFTING,71,F,Explosives,Other Crime,7,No,Null,Night,Senior-Citizen
6690,2020-10-08,2020-10-05,15:50:00,Hyderabad,516,PUBLIC INTOXICATION,26,F,Firearm,Other Crime,14,No,Null,Afternoon,Adult
6691,2020-10-07,2020-10-05,05:35:00,Mumbai,468,PUBLIC INTOXICATION,78,F,Other,Other Crime,1,Yes,22-10-2020,Morning,Senior-Citizen
6692,2020-10-06,2020-10-05,10:37:00,Jaipur,584,BURGLARY,42,M,Firearm,Other Crime,16,No,Null,Morning,Adult
6693,2020-10-08,2020-10-05,16:17:00,Kolkata,148,IDENTITY THEFT,21,M,Knife,Violent Crime,8,Yes,29-10-2020,Afternoon,Adult
6694,2020-10-08,2020-10-05,18:55:00,Mumbai,259,SEXUAL ASSAULT,78,M,Blunt Object,Violent Crime,15,Yes,10-06-2021,Evening,Senior-Citizen
6695,2020-10-07,2020-10-05,06:53:00,Agra,191,TRAFFIC VIOLATION,22,M,Unknown,Traffic Fatality,5,Yes,24-10-2020,Morning,Adult
6696,2020-10-08,2020-10-05,16:19:00,Delhi,520,TRAFFIC VIOLATION,15,F,Poison,Traffic Fatality,16,No,Null,Afternoon,Teenager
6697,2020-10-08,2020-10-06,21:10:00,Lucknow,377,CYBERCRIME,68,M,Poison,Other Crime,19,No,Null,Night,Senior-Citizen
6698,2020-10-08,2020-10-06,09:25:00,Ahmedabad,346,VANDALISM,76,F,Firearm,Other Crime,11,No,Null,Morning,Senior-Citizen
6699,2020-10-06,2020-10-06,19:49:00,Ghaziabad,235,SEXUAL ASSAULT,44,F,Firearm,Violent Crime,14,No,Null,Evening,Adult
6700,2020-10-07,2020-10-06,04:05:00,Nagpur,275,VANDALISM,33,M,Other,Other Crime,4,No,Null,Night,Adult
6701,2020-10-07,2020-10-06,21:38:00,Kolkata,138,HOMICIDE,78,M,Unknown,Other Crime,10,Yes,23-07-2021,Night,Senior-Citizen
6702,2020-10-07,2020-10-06,09:08:00,Visakhapatnam,540,HOMICIDE,52,M,Blunt Object,Other Crime,6,Yes,13-08-2022,Morning,Adult
6703,2020-10-08,2020-10-06,08:22:00,Lucknow,414,COUNTERFEITING,73,F,Explosives,Other Crime,4,No,Null,Morning,Senior-Citizen
6704,2020-10-07,2020-10-06,16:02:00,Ludhiana,297,SHOPLIFTING,48,F,Other,Other Crime,18,No,Null,Afternoon,Adult
6705,2020-10-07,2020-10-06,08:08:00,Ghaziabad,237,PUBLIC INTOXICATION,62,F,Unknown,Other Crime,18,No,Null,Morning,Senior-Citizen
6706,2020-10-08,2020-10-06,14:06:00,Jaipur,311,ASSAULT,48,F,Firearm,Violent Crime,9,No,Null,Afternoon,Adult
6707,2020-10-09,2020-10-06,09:42:00,Mumbai,494,SHOPLIFTING,33,F,Poison,Other Crime,6,No,Null,Morning,Adult
6708,2020-10-06,2020-10-06,01:30:00,Patna,396,EXTORTION,26,F,Poison,Other Crime,18,Yes,22-12-2020,Night,Adult
6709,2020-10-08,2020-10-06,00:45:00,Ghaziabad,592,IDENTITY THEFT,41,F,Poison,Violent Crime,3,Yes,30-12-2020,Night,Adult
6710,2020-10-07,2020-10-06,19:26:00,Jaipur,157,HOMICIDE,66,F,Firearm,Other Crime,13,No,Null,Evening,Senior-Citizen
6711,2020-10-07,2020-10-06,01:51:00,Delhi,334,DOMESTIC VIOLENCE,35,F,Other,Violent Crime,18,Yes,20-11-2020,Night,Adult
6712,2020-10-09,2020-10-06,14:23:00,Delhi,488,EXTORTION,19,F,Unknown,Other Crime,15,Yes,05-11-2020,Afternoon,Teenager
6713,2020-10-07,2020-10-06,23:15:00,Kalyan,155,VANDALISM,77,F,Other,Other Crime,16,No,Null,Night,Senior-Citizen
6714,2020-10-09,2020-10-06,00:33:00,Lucknow,410,VANDALISM,79,F,Unknown,Other Crime,6,Yes,19-12-2020,Night,Senior-Citizen
6715,2020-10-07,2020-10-06,09:09:00,Pune,489,CYBERCRIME,35,F,Unknown,Other Crime,16,Yes,30-12-2020,Morning,Adult
6716,2020-10-07,2020-10-06,07:26:00,Delhi,448,FRAUD,61,M,Knife,Other Crime,7,No,Null,Morning,Senior-Citizen
6717,2020-10-08,2020-10-06,09:29:00,Bangalore,468,BURGLARY,51,M,Knife,Other Crime,12,Yes,28-02-2021,Morning,Adult
6718,2020-10-08,2020-10-06,23:20:00,Chennai,148,SHOPLIFTING,71,M,Knife,Other Crime,5,No,Null,Night,Senior-Citizen
6719,2020-10-07,2020-10-06,04:22:00,Kanpur,392,VANDALISM,48,F,Knife,Other Crime,9,No,Null,Night,Adult
6720,2020-10-07,2020-10-06,16:56:00,Pune,335,BURGLARY,34,F,Unknown,Other Crime,12,No,Null,Afternoon,Adult
6721,2020-10-08,2020-10-07,22:59:00,Ahmedabad,264,SHOPLIFTING,75,F,Blunt Object,Other Crime,9,Yes,24-12-2020,Night,Senior-Citizen
6722,2020-10-07,2020-10-07,09:09:00,Kolkata,468,ILLEGAL POSSESSION,49,M,Blunt Object,Other Crime,8,Yes,13-11-2020,Morning,Adult
6723,2020-10-09,2020-10-07,00:47:00,Bangalore,497,IDENTITY THEFT,26,M,Explosives,Violent Crime,17,Yes,23-10-2020,Night,Adult
6724,2020-10-08,2020-10-07,05:46:00,Patna,157,ARSON,53,F,Firearm,Fire Accident,11,Yes,30-12-2020,Morning,Adult
6725,2020-10-07,2020-10-07,03:08:00,Bangalore,255,HOMICIDE,78,F,Knife,Other Crime,5,Yes,22-05-2021,Night,Senior-Citizen
6726,2020-10-07,2020-10-07,02:50:00,Delhi,465,EXTORTION,73,M,Knife,Other Crime,7,Yes,19-10-2020,Night,Senior-Citizen
6727,2020-10-09,2020-10-07,01:38:00,Nagpur,283,TRAFFIC VIOLATION,10,M,Other,Traffic Fatality,8,No,Null,Night,Child
6728,2020-10-08,2020-10-07,20:57:00,Mumbai,243,ASSAULT,53,F,Knife,Violent Crime,8,No,Null,Evening,Adult
6729,2020-10-08,2020-10-07,21:44:00,Delhi,569,DOMESTIC VIOLENCE,50,F,Explosives,Violent Crime,2,Yes,27-11-2020,Night,Adult
6730,2020-10-08,2020-10-07,16:31:00,Mumbai,266,TRAFFIC VIOLATION,24,M,Knife,Traffic Fatality,10,No,Null,Afternoon,Adult
6731,2020-10-10,2020-10-07,04:28:00,Kolkata,445,SEXUAL ASSAULT,31,M,Unknown,Violent Crime,16,No,Null,Night,Adult
6732,2020-10-08,2020-10-07,15:29:00,Delhi,490,SEXUAL ASSAULT,19,F,Poison,Violent Crime,12,No,Null,Afternoon,Teenager
6733,2020-10-10,2020-10-07,10:54:00,Ghaziabad,547,VANDALISM,73,F,Other,Other Crime,15,Yes,26-10-2020,Morning,Senior-Citizen
6734,2020-10-09,2020-10-07,02:43:00,Ahmedabad,146,SHOPLIFTING,56,M,Blunt Object,Other Crime,12,Yes,13-11-2020,Night,Adult
6735,2020-10-08,2020-10-07,06:58:00,Mumbai,451,DOMESTIC VIOLENCE,79,M,Knife,Violent Crime,8,Yes,25-11-2020,Morning,Senior-Citizen
6736,2020-10-08,2020-10-07,16:18:00,Hyderabad,402,IDENTITY THEFT,61,F,Knife,Violent Crime,9,No,Null,Afternoon,Senior-Citizen
6737,2020-10-09,2020-10-07,22:19:00,Patna,528,BURGLARY,30,F,Explosives,Other Crime,18,Yes,01-01-2021,Night,Adult
6738,2020-10-09,2020-10-07,22:03:00,Delhi,321,SEXUAL ASSAULT,51,F,Blunt Object,Violent Crime,3,Yes,04-02-2022,Night,Adult
6739,2020-10-07,2020-10-07,08:18:00,Delhi,425,VEHICLE - STOLEN,67,M,Poison,Violent Crime,17,No,Null,Morning,Senior-Citizen
6740,2020-10-09,2020-10-07,19:36:00,Kanpur,333,EXTORTION,70,F,Other,Other Crime,16,No,Null,Evening,Senior-Citizen
6741,2020-10-09,2020-10-07,21:24:00,Delhi,217,DRUG OFFENSE,35,F,Poison,Other Crime,13,Yes,04-01-2021,Night,Adult
6742,2020-10-09,2020-10-07,01:18:00,Hyderabad,239,IDENTITY THEFT,28,F,Unknown,Violent Crime,17,Yes,05-12-2020,Night,Adult
6743,2020-10-09,2020-10-07,00:48:00,Ahmedabad,407,VEHICLE - STOLEN,75,M,Poison,Violent Crime,7,No,Null,Night,Senior-Citizen
6744,2020-10-10,2020-10-07,17:02:00,Rajkot,160,CYBERCRIME,42,F,Knife,Other Crime,9,No,Null,Evening,Adult
6745,2020-10-10,2020-10-08,13:44:00,Mumbai,492,ILLEGAL POSSESSION,30,F,Unknown,Other Crime,6,Yes,19-10-2020,Afternoon,Adult
6746,2020-10-09,2020-10-08,20:31:00,Agra,161,PUBLIC INTOXICATION,46,F,Firearm,Other Crime,12,No,Null,Evening,Adult
6747,2020-10-09,2020-10-08,08:49:00,Kolkata,449,VANDALISM,34,F,Other,Other Crime,18,No,Null,Morning,Adult
6748,2020-10-08,2020-10-08,19:43:00,Kanpur,148,VANDALISM,28,F,Other,Other Crime,19,No,Null,Evening,Adult
6749,2020-10-10,2020-10-08,16:42:00,Vasai,321,PUBLIC INTOXICATION,36,F,Blunt Object,Other Crime,7,No,Null,Afternoon,Adult
6750,2020-10-08,2020-10-08,12:55:00,Kalyan,459,HOMICIDE,65,F,Knife,Other Crime,7,No,Null,Afternoon,Senior-Citizen
6751,2020-10-10,2020-10-08,12:59:00,Ludhiana,289,FIREARM OFFENSE,75,F,Knife,Fire Accident,4,Yes,25-12-2020,Afternoon,Senior-Citizen
6752,2020-10-10,2020-10-08,09:59:00,Delhi,596,ARSON,60,M,Unknown,Fire Accident,16,Yes,22-10-2020,Morning,Senior-Citizen
6753,2020-10-10,2020-10-08,02:54:00,Delhi,227,FIREARM OFFENSE,67,M,Firearm,Fire Accident,19,Yes,23-12-2020,Night,Senior-Citizen
6754,2020-10-08,2020-10-08,22:22:00,Chennai,141,FRAUD,32,F,Poison,Other Crime,1,Yes,28-12-2020,Night,Adult
6755,2020-10-08,2020-10-08,15:00:00,Mumbai,323,SEXUAL ASSAULT,67,M,Explosives,Violent Crime,18,Yes,02-09-2022,Afternoon,Senior-Citizen
6756,2020-10-09,2020-10-08,18:41:00,Varanasi,393,DRUG OFFENSE,23,M,Knife,Other Crime,16,No,Null,Evening,Adult
6757,2020-10-10,2020-10-08,03:49:00,Hyderabad,156,FIREARM OFFENSE,77,F,Firearm,Fire Accident,6,No,Null,Night,Senior-Citizen
6758,2020-10-09,2020-10-08,06:54:00,Hyderabad,546,DOMESTIC VIOLENCE,43,F,Knife,Violent Crime,7,No,Null,Morning,Adult
6759,2020-10-08,2020-10-08,05:02:00,Bangalore,387,COUNTERFEITING,58,M,Firearm,Other Crime,10,No,Null,Morning,Adult
6760,2020-10-09,2020-10-08,23:32:00,Nagpur,100,FIREARM OFFENSE,68,F,Knife,Fire Accident,11,Yes,25-12-2020,Night,Senior-Citizen
6761,2020-10-10,2020-10-08,20:58:00,Delhi,562,BURGLARY,25,F,Other,Other Crime,4,No,Null,Evening,Adult
6762,2020-10-10,2020-10-08,17:46:00,Kolkata,504,HOMICIDE,29,M,Explosives,Other Crime,2,Yes,16-04-2021,Evening,Adult
6763,2020-10-10,2020-10-08,03:38:00,Bangalore,373,KIDNAPPING,32,M,Firearm,Other Crime,3,No,Null,Night,Adult
6764,2020-10-10,2020-10-08,09:44:00,Lucknow,222,VANDALISM,12,F,Firearm,Other Crime,11,No,Null,Morning,Child
6765,2020-10-08,2020-10-08,13:17:00,Chennai,402,VANDALISM,10,F,Blunt Object,Other Crime,16,No,Null,Afternoon,Child
6766,2020-10-10,2020-10-08,19:01:00,Delhi,404,SEXUAL ASSAULT,59,F,Firearm,Violent Crime,19,No,Null,Evening,Adult
6767,2020-10-10,2020-10-08,11:53:00,Nagpur,145,VANDALISM,76,F,Unknown,Other Crime,16,Yes,29-10-2020,Morning,Senior-Citizen
6768,2020-10-10,2020-10-08,00:17:00,Bangalore,405,VANDALISM,69,F,Blunt Object,Other Crime,15,No,Null,Night,Senior-Citizen
6769,2020-10-11,2020-10-09,21:41:00,Chennai,456,FIREARM OFFENSE,24,F,Explosives,Fire Accident,15,No,Null,Night,Adult
6770,2020-10-09,2020-10-09,12:21:00,Lucknow,344,EXTORTION,38,F,Knife,Other Crime,17,Yes,03-12-2020,Afternoon,Adult
6771,2020-10-10,2020-10-09,18:37:00,Surat,219,COUNTERFEITING,53,M,Poison,Other Crime,17,No,Null,Evening,Adult
6772,2020-10-12,2020-10-09,13:29:00,Visakhapatnam,193,SHOPLIFTING,34,M,Firearm,Other Crime,10,Yes,08-11-2020,Afternoon,Adult
6773,2020-10-11,2020-10-09,09:58:00,Hyderabad,213,COUNTERFEITING,73,M,Blunt Object,Other Crime,6,Yes,02-11-2020,Morning,Senior-Citizen
6774,2020-10-10,2020-10-09,01:21:00,Kanpur,127,ARSON,76,M,Poison,Fire Accident,13,Yes,29-10-2020,Night,Senior-Citizen
6775,2020-10-09,2020-10-09,03:44:00,Surat,404,TRAFFIC VIOLATION,36,F,Unknown,Traffic Fatality,14,Yes,16-10-2020,Night,Adult
6776,2020-10-12,2020-10-09,20:12:00,Lucknow,508,KIDNAPPING,71,M,Unknown,Other Crime,16,No,Null,Evening,Senior-Citizen
6777,2020-10-09,2020-10-09,06:44:00,Meerut,569,COUNTERFEITING,78,F,Unknown,Other Crime,6,Yes,07-12-2020,Morning,Senior-Citizen
6778,2020-10-10,2020-10-09,08:06:00,Mumbai,394,TRAFFIC VIOLATION,13,M,Blunt Object,Traffic Fatality,6,Yes,26-10-2020,Morning,Teenager
6779,2020-10-10,2020-10-09,02:16:00,Surat,583,SEXUAL ASSAULT,65,F,Blunt Object,Violent Crime,10,No,Null,Night,Senior-Citizen
6780,2020-10-12,2020-10-09,06:01:00,Bangalore,429,SEXUAL ASSAULT,59,F,Poison,Violent Crime,15,Yes,21-04-2022,Morning,Adult
6781,2020-10-10,2020-10-09,05:10:00,Ahmedabad,406,CYBERCRIME,15,F,Blunt Object,Other Crime,15,Yes,14-12-2020,Morning,Teenager
6782,2020-10-11,2020-10-09,10:45:00,Ghaziabad,453,FIREARM OFFENSE,67,M,Blunt Object,Fire Accident,9,No,Null,Morning,Senior-Citizen
6783,2020-10-10,2020-10-09,03:57:00,Delhi,323,IDENTITY THEFT,32,M,Blunt Object,Violent Crime,13,No,Null,Night,Adult
6784,2020-10-10,2020-10-09,13:21:00,Chennai,267,HOMICIDE,59,F,Other,Other Crime,16,No,Null,Afternoon,Adult
6785,2020-10-11,2020-10-09,14:54:00,Bangalore,158,IDENTITY THEFT,49,F,Explosives,Violent Crime,18,Yes,31-12-2020,Afternoon,Adult
6786,2020-10-12,2020-10-09,22:43:00,Delhi,518,BURGLARY,18,F,Knife,Other Crime,7,Yes,24-03-2021,Night,Teenager
6787,2020-10-12,2020-10-09,20:51:00,Chennai,304,ARSON,57,M,Unknown,Fire Accident,6,Yes,26-11-2020,Evening,Adult
6788,2020-10-11,2020-10-09,19:53:00,Mumbai,108,FRAUD,70,F,Poison,Other Crime,7,Yes,19-12-2020,Evening,Senior-Citizen
6789,2020-10-10,2020-10-09,00:48:00,Hyderabad,148,FIREARM OFFENSE,29,F,Other,Fire Accident,5,No,Null,Night,Adult
6790,2020-10-10,2020-10-09,16:07:00,Chennai,100,PUBLIC INTOXICATION,77,F,Firearm,Other Crime,6,No,Null,Afternoon,Senior-Citizen
6791,2020-10-10,2020-10-09,21:56:00,Nashik,361,DOMESTIC VIOLENCE,34,F,Explosives,Violent Crime,17,Yes,29-12-2020,Night,Adult
6792,2020-10-10,2020-10-09,02:29:00,Hyderabad,284,CYBERCRIME,68,M,Blunt Object,Other Crime,6,Yes,17-12-2020,Night,Senior-Citizen
6793,2020-10-12,2020-10-10,01:25:00,Delhi,536,FRAUD,38,M,Knife,Other Crime,18,No,Null,Night,Adult
6794,2020-10-11,2020-10-10,15:44:00,Varanasi,467,VANDALISM,10,F,Knife,Other Crime,1,No,Null,Afternoon,Child
6795,2020-10-12,2020-10-10,05:11:00,Bangalore,576,SEXUAL ASSAULT,77,F,Knife,Violent Crime,10,Yes,23-10-2021,Morning,Senior-Citizen
6796,2020-10-12,2020-10-10,14:09:00,Bangalore,114,DOMESTIC VIOLENCE,50,M,Explosives,Violent Crime,16,No,Null,Afternoon,Adult
6797,2020-10-12,2020-10-10,07:22:00,Hyderabad,106,SHOPLIFTING,60,F,Poison,Other Crime,15,No,Null,Morning,Senior-Citizen
6798,2020-10-11,2020-10-10,18:20:00,Hyderabad,172,VEHICLE - STOLEN,67,M,Blunt Object,Violent Crime,9,No,Null,Evening,Senior-Citizen
6799,2020-10-11,2020-10-10,08:11:00,Delhi,312,ASSAULT,56,F,Firearm,Violent Crime,13,No,Null,Morning,Adult
6800,2020-10-11,2020-10-10,12:27:00,Surat,343,ARSON,77,M,Knife,Fire Accident,3,No,Null,Afternoon,Senior-Citizen
6801,2020-10-11,2020-10-10,12:39:00,Thane,473,FIREARM OFFENSE,44,F,Firearm,Fire Accident,17,No,Null,Afternoon,Adult
6802,2020-10-11,2020-10-10,09:15:00,Mumbai,580,BURGLARY,13,F,Poison,Other Crime,1,No,Null,Morning,Teenager
6803,2020-10-12,2020-10-10,21:57:00,Srinagar,305,VANDALISM,27,M,Explosives,Other Crime,13,Yes,04-11-2020,Night,Adult
6804,2020-10-12,2020-10-10,03:18:00,Bangalore,458,ILLEGAL POSSESSION,52,F,Blunt Object,Other Crime,9,Yes,08-11-2020,Night,Adult
6805,2020-10-11,2020-10-10,15:08:00,Kolkata,210,SEXUAL ASSAULT,36,F,Blunt Object,Violent Crime,13,No,Null,Afternoon,Adult
6806,2020-10-12,2020-10-10,22:36:00,Bhopal,593,ASSAULT,22,F,Unknown,Violent Crime,1,No,Null,Night,Adult
6807,2020-10-12,2020-10-10,23:07:00,Delhi,471,PUBLIC INTOXICATION,78,F,Explosives,Other Crime,13,Yes,23-10-2020,Night,Senior-Citizen
6808,2020-10-11,2020-10-10,07:06:00,Kolkata,556,HOMICIDE,70,F,Blunt Object,Other Crime,2,No,Null,Morning,Senior-Citizen
6809,2020-10-10,2020-10-10,01:42:00,Hyderabad,153,SEXUAL ASSAULT,33,F,Knife,Violent Crime,9,Yes,08-01-2022,Night,Adult
6810,2020-10-11,2020-10-10,18:07:00,Lucknow,333,COUNTERFEITING,18,M,Blunt Object,Other Crime,3,Yes,12-11-2020,Evening,Teenager
6811,2020-10-12,2020-10-10,17:04:00,Hyderabad,262,SEXUAL ASSAULT,74,F,Knife,Violent Crime,8,Yes,17-05-2022,Evening,Senior-Citizen
6812,2020-10-11,2020-10-10,15:42:00,Chennai,539,ARSON,32,M,Unknown,Fire Accident,10,No,Null,Afternoon,Adult
6813,2020-10-12,2020-10-10,09:16:00,Chennai,474,KIDNAPPING,35,M,Poison,Other Crime,6,No,Null,Morning,Adult
6814,2020-10-12,2020-10-10,17:40:00,Hyderabad,563,BURGLARY,23,F,Firearm,Other Crime,17,Yes,04-12-2020,Evening,Adult
6815,2020-10-13,2020-10-10,11:29:00,Nagpur,568,ROBBERY,37,F,Firearm,Violent Crime,1,Yes,08-01-2021,Morning,Adult
6816,2020-10-11,2020-10-10,16:27:00,Chennai,115,CYBERCRIME,78,F,Poison,Other Crime,6,Yes,20-11-2020,Afternoon,Senior-Citizen
6817,2020-10-11,2020-10-11,17:34:00,Mumbai,278,VANDALISM,16,M,Blunt Object,Other Crime,2,No,Null,Evening,Teenager
6818,2020-10-13,2020-10-11,21:25:00,Nagpur,458,ILLEGAL POSSESSION,75,F,Knife,Other Crime,7,No,Null,Night,Senior-Citizen
6819,2020-10-13,2020-10-11,15:25:00,Bangalore,459,ILLEGAL POSSESSION,58,M,Other,Other Crime,2,Yes,01-01-2021,Afternoon,Adult
6820,2020-10-12,2020-10-11,04:46:00,Delhi,376,IDENTITY THEFT,14,F,Poison,Violent Crime,18,Yes,15-12-2020,Night,Teenager
6821,2020-10-12,2020-10-11,12:54:00,Nashik,222,FIREARM OFFENSE,54,F,Unknown,Fire Accident,14,No,Null,Afternoon,Adult
6822,2020-10-12,2020-10-11,22:55:00,Kolkata,142,IDENTITY THEFT,25,F,Explosives,Violent Crime,1,No,Null,Night,Adult
6823,2020-10-11,2020-10-11,07:00:00,Delhi,102,SHOPLIFTING,50,M,Other,Other Crime,10,No,Null,Morning,Adult
6824,2020-10-14,2020-10-11,17:11:00,Patna,577,CYBERCRIME,51,M,Other,Other Crime,4,No,Null,Evening,Adult
6825,2020-10-11,2020-10-11,17:59:00,Agra,367,DRUG OFFENSE,21,M,Other,Other Crime,2,No,Null,Evening,Adult
6826,2020-10-13,2020-10-11,18:05:00,Bhopal,368,PUBLIC INTOXICATION,21,F,Knife,Other Crime,9,Yes,23-10-2020,Evening,Adult
6827,2020-10-12,2020-10-11,16:22:00,Bangalore,160,SEXUAL ASSAULT,72,F,Poison,Violent Crime,10,No,Null,Afternoon,Senior-Citizen
6828,2020-10-12,2020-10-11,01:44:00,Delhi,423,ARSON,12,M,Unknown,Fire Accident,17,Yes,03-01-2021,Night,Child
6829,2020-10-11,2020-10-11,18:58:00,Surat,502,ASSAULT,19,M,Firearm,Violent Crime,14,Yes,02-01-2021,Evening,Teenager
6830,2020-10-13,2020-10-11,01:36:00,Delhi,374,COUNTERFEITING,39,F,Poison,Other Crime,1,No,Null,Night,Adult
6831,2020-10-13,2020-10-11,01:01:00,Ludhiana,375,FIREARM OFFENSE,43,M,Knife,Fire Accident,10,No,Null,Night,Adult
6832,2020-10-12,2020-10-11,21:09:00,Lucknow,578,IDENTITY THEFT,61,F,Poison,Violent Crime,11,Yes,16-11-2020,Night,Senior-Citizen
6833,2020-10-12,2020-10-11,19:30:00,Delhi,565,HOMICIDE,18,F,Other,Other Crime,5,Yes,05-10-2021,Evening,Teenager
6834,2020-10-14,2020-10-11,09:50:00,Hyderabad,158,BURGLARY,34,F,Poison,Other Crime,6,No,Null,Morning,Adult
6835,2020-10-14,2020-10-11,15:21:00,Mumbai,461,SEXUAL ASSAULT,19,F,Explosives,Violent Crime,19,Yes,25-06-2022,Afternoon,Teenager
6836,2020-10-13,2020-10-11,17:04:00,Ghaziabad,285,TRAFFIC VIOLATION,63,F,Poison,Traffic Fatality,11,No,Null,Evening,Senior-Citizen
6837,2020-10-12,2020-10-11,04:30:00,Nagpur,494,ILLEGAL POSSESSION,32,F,Firearm,Other Crime,10,Yes,18-12-2020,Night,Adult
6838,2020-10-14,2020-10-11,21:10:00,Ahmedabad,576,FIREARM OFFENSE,49,F,Unknown,Fire Accident,10,Yes,28-12-2020,Night,Adult
6839,2020-10-13,2020-10-11,21:37:00,Jaipur,239,SEXUAL ASSAULT,25,M,Blunt Object,Violent Crime,14,No,Null,Night,Adult
6840,2020-10-13,2020-10-11,04:43:00,Delhi,316,ILLEGAL POSSESSION,20,M,Poison,Other Crime,4,No,Null,Night,Adult
6841,2020-10-13,2020-10-12,21:44:00,Ludhiana,150,FIREARM OFFENSE,35,F,Blunt Object,Fire Accident,9,No,Null,Night,Adult
6842,2020-10-12,2020-10-12,09:11:00,Ghaziabad,104,TRAFFIC VIOLATION,45,F,Firearm,Traffic Fatality,8,Yes,20-10-2020,Morning,Adult
6843,2020-10-13,2020-10-12,04:27:00,Delhi,569,ROBBERY,59,F,Poison,Violent Crime,7,No,Null,Night,Adult
6844,2020-10-14,2020-10-12,09:50:00,Kalyan,515,KIDNAPPING,79,M,Other,Other Crime,1,Yes,11-11-2020,Morning,Senior-Citizen
6845,2020-10-13,2020-10-12,23:50:00,Delhi,222,ARSON,60,F,Knife,Fire Accident,8,Yes,01-12-2020,Night,Senior-Citizen
6846,2020-10-13,2020-10-12,01:29:00,Jaipur,519,CYBERCRIME,73,F,Poison,Other Crime,7,Yes,25-10-2020,Night,Senior-Citizen
6847,2020-10-14,2020-10-12,20:12:00,Mumbai,113,ASSAULT,31,F,Unknown,Violent Crime,16,Yes,05-01-2021,Evening,Adult
6848,2020-10-15,2020-10-12,09:18:00,Pune,308,TRAFFIC VIOLATION,14,M,Other,Traffic Fatality,5,No,Null,Morning,Teenager
6849,2020-10-13,2020-10-12,06:20:00,Surat,253,TRAFFIC VIOLATION,77,M,Explosives,Traffic Fatality,15,Yes,19-10-2020,Morning,Senior-Citizen
6850,2020-10-15,2020-10-12,17:57:00,Indore,216,FIREARM OFFENSE,50,M,Knife,Fire Accident,17,No,Null,Evening,Adult
6851,2020-10-12,2020-10-12,05:09:00,Bangalore,366,BURGLARY,20,M,Explosives,Other Crime,15,No,Null,Morning,Adult
6852,2020-10-14,2020-10-12,16:42:00,Nagpur,343,ASSAULT,51,F,Knife,Violent Crime,2,No,Null,Afternoon,Adult
6853,2020-10-12,2020-10-12,00:22:00,Bhopal,105,IDENTITY THEFT,75,F,Blunt Object,Violent Crime,12,No,Null,Night,Senior-Citizen
6854,2020-10-14,2020-10-12,08:35:00,Hyderabad,359,HOMICIDE,60,M,Unknown,Other Crime,18,No,Null,Morning,Senior-Citizen
6855,2020-10-12,2020-10-12,02:13:00,Ahmedabad,452,VANDALISM,70,F,Poison,Other Crime,11,No,Null,Night,Senior-Citizen
6856,2020-10-14,2020-10-12,18:15:00,Hyderabad,338,BURGLARY,58,M,Knife,Other Crime,7,No,Null,Evening,Adult
6857,2020-10-14,2020-10-12,20:29:00,Ludhiana,561,FIREARM OFFENSE,19,F,Poison,Fire Accident,4,Yes,15-12-2020,Evening,Teenager
6858,2020-10-15,2020-10-12,04:43:00,Delhi,144,ASSAULT,78,M,Knife,Violent Crime,11,Yes,17-11-2020,Night,Senior-Citizen
6859,2020-10-15,2020-10-12,12:13:00,Delhi,542,HOMICIDE,44,F,Poison,Other Crime,16,Yes,05-06-2021,Afternoon,Adult
6860,2020-10-13,2020-10-12,02:00:00,Kolkata,194,HOMICIDE,66,M,Knife,Other Crime,3,No,Null,Night,Senior-Citizen
6861,2020-10-15,2020-10-12,23:55:00,Jaipur,525,ILLEGAL POSSESSION,65,F,Unknown,Other Crime,12,Yes,10-11-2020,Night,Senior-Citizen
